stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
Portman Road,2001-12-29,0.0,nan,1.8,nan,nan,nan,nan,nan,nan,nan
Portman Road,2002-01-12,4.7,0.1,7.5,0.3,nan,211.0,17.2,nan,1028.8,nan
Portman Road,2002-01-30,9.9,0.1,12.6,0.8,nan,208.0,21.2,nan,1012.3,nan
Portman Road,2002-02-09,9.7,0.1,nan,1.5,nan,nan,nan,nan,nan,nan
Portman Road,2002-03-02,2.3,nan,7.9,nan,nan,nan,nan,nan,nan,nan
Portman Road,2002-03-23,5.8,0.1,10.2,nan,nan,83.0,9.0,nan,1033.6,nan
Portman Road,2002-04-01,10.8,8.6,15.2,nan,nan,195.0,16.8,nan,1013.7,nan
Portman Road,2002-04-24,14.3,8.6,20.3,nan,nan,267.0,9.7,nan,1026.9,nan
Portman Road,2002-04-27,8.2,0.1,12.7,nan,nan,261.0,23.8,nan,1007.6,nan
Goodison Park,1992-08-15,14.1,9.2,19.2,nan,nan,nan,12.0,nan,1013.1,nan
Goodison Park,1992-08-29,10.6,4.0,14.7,nan,nan,nan,11.4,nan,1002.7,nan
Goodison Park,1992-09-12,11.5,7.4,15.2,nan,nan,185.0,13.2,nan,1019.1,nan
Goodison Park,1992-09-19,15.0,13.4,17.3,nan,nan,nan,2.8,nan,1017.2,nan
Goodison Park,1992-10-31,4.8,-1.5,8.9,nan,nan,nan,7.6,nan,1019.0,nan
Goodison Park,1992-11-21,6.4,1.3,13.1,nan,nan,nan,11.7,nan,1008.9,nan
Goodison Park,1992-12-07,5.7,2.5,8.4,nan,nan,nan,9.2,nan,990.5,nan
Goodison Park,1992-12-19,-0.3,-4.3,3.7,nan,nan,nan,4.9,nan,1019.6,nan
Goodison Park,1992-12-26,0.5,-2.2,3.5,nan,nan,nan,0.8,nan,1040.1,nan
Goodison Park,1993-01-30,6.5,5.3,8.1,nan,nan,nan,10.9,nan,1022.9,nan
Goodison Park,1993-02-10,4.4,3.7,5.0,nan,nan,119.0,11.9,nan,1031.0,nan
Goodison Park,1993-04-12,8.4,5.5,12.5,nan,nan,nan,8.6,nan,1001.3,nan
Goodison Park,1993-08-21,14.9,13.1,17.2,nan,nan,nan,9.4,nan,1019.9,nan
Goodison Park,1993-08-31,14.1,6.3,22.7,nan,nan,nan,4.5,nan,1029.5,nan
Goodison Park,1993-11-20,-1.4,-6.6,3.6,nan,nan,nan,0.7,nan,1027.6,nan
Goodison Park,1993-11-23,-4.6,-7.7,-0.7,nan,nan,nan,6.3,nan,1019.8,nan
Goodison Park,1993-12-18,10.6,7.6,13.1,nan,nan,171.0,20.7,nan,1002.1,nan
Goodison Park,1994-02-05,4.6,0.1,9.5,nan,nan,nan,11.1,nan,1003.7,nan
Goodison Park,1994-02-12,3.3,0.6,6.0,nan,nan,135.0,23.5,nan,1026.1,nan
Goodison Park,1994-03-05,9.4,6.2,12.3,nan,nan,229.0,23.1,nan,1009.9,nan
Goodison Park,1994-03-26,6.0,2.5,10.1,nan,nan,nan,8.7,nan,1020.8,nan
Goodison Park,1994-04-04,5.1,0.8,10.8,nan,nan,nan,20.4,nan,998.1,nan
Goodison Park,1994-04-23,11.3,8.4,16.5,nan,nan,nan,16.9,nan,997.7,nan
Goodison Park,1994-05-07,9.6,6.9,14.4,nan,nan,nan,6.0,nan,1013.1,nan
Goodison Park,1994-08-20,14.3,12.0,16.8,nan,nan,nan,4.2,nan,1012.1,nan
Goodison Park,1994-08-30,11.7,4.7,18.4,nan,nan,nan,5.1,nan,1015.6,nan
Goodison Park,1994-09-17,10.0,7.3,12.6,nan,nan,nan,13.6,nan,1022.7,nan
Goodison Park,1994-11-01,8.2,2.7,11.8,nan,nan,255.0,17.1,nan,1013.7,nan
Goodison Park,1994-11-21,7.9,5.3,12.1,nan,nan,nan,9.8,nan,1023.3,nan
Goodison Park,1994-12-05,6.6,3.4,8.3,nan,nan,203.0,18.0,nan,1005.9,nan
Goodison Park,1994-12-17,11.0,6.2,14.8,nan,nan,172.0,20.2,nan,1014.1,nan
Goodison Park,1994-12-26,8.4,4.1,13.6,nan,nan,196.0,16.6,nan,1000.6,nan
Goodison Park,1994-12-31,6.0,3.8,8.7,nan,nan,nan,14.4,nan,994.7,nan
Goodison Park,1995-02-04,9.3,7.4,11.2,nan,nan,nan,14.4,nan,1024.1,nan
Goodison Park,1995-02-25,4.7,2.9,6.9,nan,nan,nan,11.7,nan,995.9,nan
Goodison Park,1995-04-14,9.6,2.7,15.0,nan,nan,nan,11.1,nan,1037.0,nan
Goodison Park,1995-04-29,7.9,3.5,10.6,nan,nan,nan,11.5,nan,1015.6,nan
Goodison Park,1995-05-06,13.3,3.7,22.5,nan,nan,nan,1.7,nan,1020.0,nan
Goodison Park,1995-08-23,17.8,14.2,20.5,nan,nan,nan,11.1,nan,1014.8,nan
Goodison Park,1995-08-26,17.4,14.7,21.3,nan,nan,283.0,15.1,nan,1016.9,nan
Goodison Park,1995-09-09,15.2,9.4,20.8,nan,nan,252.0,12.4,nan,1006.4,nan
Goodison Park,1995-10-22,11.7,7.8,15.0,nan,nan,161.0,16.1,nan,1016.5,nan
Goodison Park,1995-11-05,2.1,-3.2,9.9,nan,nan,nan,10.0,nan,1034.0,nan
Goodison Park,1995-12-11,-1.1,-4.7,3.8,nan,nan,nan,1.2,nan,1035.7,nan
Goodison Park,1996-01-13,10.2,8.8,11.8,nan,nan,168.0,18.8,nan,999.6,nan
Goodison Park,1996-02-24,5.0,3.1,7.5,nan,nan,173.0,14.5,nan,992.8,nan
Goodison Park,1996-03-09,3.6,0.0,8.1,nan,nan,145.0,14.9,nan,1018.9,nan
Goodison Park,1996-04-06,4.4,-1.6,9.8,nan,nan,nan,2.7,nan,1020.3,nan
Goodison Park,1996-04-16,11.6,9.9,13.3,nan,nan,149.0,15.3,nan,1010.9,nan
Goodison Park,1996-05-05,6.4,-1.3,11.9,nan,nan,nan,4.3,nan,1019.4,nan
Goodison Park,1996-09-04,16.0,11.8,18.3,nan,nan,nan,9.7,nan,1026.9,nan
Goodison Park,1996-09-14,9.4,1.0,18.2,nan,nan,nan,2.4,nan,1024.6,nan
Goodison Park,1996-10-12,13.3,11.6,15.8,nan,nan,156.0,17.0,nan,1004.3,nan
Goodison Park,1996-11-04,11.1,9.2,13.3,nan,nan,192.0,18.7,nan,991.8,nan
Goodison Park,1996-11-16,10.4,8.9,11.9,nan,nan,nan,5.8,nan,1021.2,nan
Goodison Park,1996-11-30,7.1,3.6,9.4,nan,nan,nan,21.9,nan,1006.9,nan
Goodison Park,1996-12-28,0.8,-5.9,4.3,nan,nan,nan,5.4,nan,1029.0,nan
Goodison Park,1997-03-15,12.2,10.9,13.8,nan,nan,nan,11.9,nan,1023.4,nan
Goodison Park,1997-03-22,8.0,0.9,13.9,nan,nan,nan,14.5,nan,1020.7,nan
Goodison Park,1997-04-09,6.4,0.0,14.6,nan,nan,nan,6.0,nan,1029.7,nan
Goodison Park,1997-04-12,5.3,-2.8,13.3,nan,nan,nan,4.5,nan,1033.0,nan
Goodison Park,1997-04-16,8.6,-0.8,15.8,nan,nan,nan,3.5,nan,1030.2,nan
Goodison Park,1997-05-11,8.8,6.0,12.2,nan,nan,184.0,21.0,nan,997.2,nan
Goodison Park,1997-08-09,18.9,13.9,24.8,nan,nan,nan,7.0,nan,1019.4,nan
Goodison Park,1997-08-23,16.7,14.0,23.0,nan,nan,nan,9.0,nan,1012.9,nan
Goodison Park,1997-09-20,13.8,11.9,17.3,nan,nan,141.0,14.2,nan,1028.5,nan
Goodison Park,1997-09-27,13.2,11.7,15.6,nan,nan,nan,6.8,nan,1020.4,nan
Goodison Park,1997-10-18,12.3,7.7,18.9,nan,nan,nan,6.3,nan,1015.4,nan
Goodison Park,1997-11-02,11.4,10.2,13.1,nan,nan,nan,2.8,nan,1021.6,nan
Goodison Park,1997-12-13,5.4,1.1,9.7,nan,nan,nan,6.0,nan,1029.9,nan
Goodison Park,1997-12-28,6.0,3.0,8.3,nan,nan,nan,12.6,nan,1008.2,nan
Goodison Park,1998-02-14,11.6,5.5,16.0,nan,nan,nan,11.7,nan,1028.7,nan
Goodison Park,1998-02-28,3.5,-0.1,6.1,nan,nan,270.0,21.8,nan,1011.3,nan
Goodison Park,1998-03-14,9.0,8.1,10.0,nan,nan,310.0,18.4,nan,1033.1,nan
Goodison Park,1998-04-18,6.6,2.6,11.1,nan,nan,nan,8.6,nan,1006.1,nan
Goodison Park,1998-08-29,14.3,10.5,18.3,nan,nan,nan,7.2,nan,1023.0,nan
Goodison Park,1998-09-12,8.8,7.3,12.4,nan,nan,nan,14.5,nan,997.4,nan
Goodison Park,1998-09-26,13.8,9.2,17.9,nan,nan,nan,2.6,nan,1003.0,nan
Goodison Park,1998-10-17,8.9,4.0,11.2,nan,nan,nan,15.5,nan,999.8,nan
Goodison Park,1998-10-31,7.5,5.6,9.3,nan,nan,nan,8.1,nan,1005.1,nan
Goodison Park,1998-11-23,4.3,3.2,4.7,nan,nan,nan,7.6,nan,1021.6,nan
Goodison Park,1998-12-05,1.1,-3.6,5.9,nan,nan,nan,9.9,nan,1018.2,nan
Goodison Park,1998-12-12,10.0,7.8,12.9,nan,nan,nan,13.8,nan,1009.4,nan
Goodison Park,1998-12-26,6.5,3.2,11.6,nan,nan,211.0,27.7,nan,997.6,nan
Goodison Park,1999-01-30,8.1,6.6,9.2,nan,nan,nan,2.8,nan,1036.1,nan
Goodison Park,1999-02-27,5.7,1.8,8.5,nan,nan,230.0,21.0,nan,1005.1,nan
Goodison Park,1999-03-13,7.6,2.8,12.4,nan,nan,nan,11.5,nan,1011.9,nan
Goodison Park,1999-04-11,9.2,6.6,12.2,nan,nan,257.0,20.5,nan,1014.9,nan
Goodison Park,1999-05-08,11.5,5.5,17.0,nan,nan,nan,12.2,nan,1005.3,nan
Goodison Park,1999-08-25,15.8,13.2,18.1,nan,nan,nan,11.1,nan,1010.6,nan
Goodison Park,1999-09-19,14.7,13.7,15.8,nan,nan,nan,15.6,nan,993.9,nan
Goodison Park,1999-10-24,10.2,8.6,11.1,nan,nan,nan,11.2,nan,980.4,nan
Goodison Park,1999-11-27,7.0,3.7,9.8,nan,nan,177.0,16.0,nan,1015.1,nan
Goodison Park,2000-01-03,7.7,3.8,11.7,nan,nan,217.0,14.5,nan,1015.0,nan
Goodison Park,2000-01-15,2.5,-1.6,5.5,nan,nan,nan,8.0,nan,1040.4,nan
Goodison Park,2000-02-12,6.0,3.8,9.3,nan,nan,237.0,23.3,nan,1012.4,nan
Goodison Park,2000-03-04,3.5,1.1,6.5,nan,nan,nan,12.5,nan,1027.6,nan
Goodison Park,2000-04-01,5.5,2.1,8.9,nan,nan,nan,10.9,nan,999.1,nan
Goodison Park,2000-04-15,3.9,-2.4,8.7,nan,nan,nan,3.9,nan,997.6,nan
Goodison Park,2000-04-29,10.9,8.9,15.6,nan,nan,nan,8.5,nan,1013.2,nan
Goodison Park,2000-05-14,16.0,8.9,24.4,nan,nan,nan,7.5,nan,1021.2,nan
Goodison Park,2000-08-26,17.4,15.3,21.5,nan,nan,195.0,10.5,nan,1007.9,nan
Goodison Park,2000-09-16,14.7,13.3,16.6,nan,nan,nan,15.7,nan,1012.1,nan
Goodison Park,2000-09-30,12.8,8.5,18.7,nan,nan,nan,2.3,nan,1003.0,nan
Goodison Park,2000-10-14,10.7,8.3,12.8,nan,nan,151.0,13.8,nan,1010.6,nan
Goodison Park,2000-11-05,5.6,2.2,7.6,nan,nan,126.0,18.4,nan,994.8,nan
Goodison Park,2000-11-18,8.6,3.9,12.4,nan,nan,207.0,15.0,nan,1001.0,nan
Goodison Park,2000-11-25,7.0,4.0,9.8,nan,nan,169.0,20.2,nan,985.8,nan
Goodison Park,2000-12-16,2.9,1.3,4.8,nan,nan,nan,5.8,nan,1011.5,nan
Goodison Park,2000-12-26,0.4,-1.5,2.0,nan,nan,nan,8.0,nan,997.2,nan
Goodison Park,2001-01-13,1.0,-3.2,6.7,nan,nan,nan,4.2,nan,1033.5,nan
Goodison Park,2001-01-31,4.8,3.1,6.1,nan,nan,nan,6.5,nan,1023.7,nan
Goodison Park,2001-02-07,7.4,4.0,9.8,nan,nan,nan,16.5,nan,990.6,nan
Goodison Park,2001-02-10,5.8,0.2,12.4,nan,nan,nan,21.0,nan,1017.0,nan
Goodison Park,2001-03-03,-2.8,-9.2,3.8,nan,nan,nan,6.7,nan,998.3,nan
Goodison Park,2001-04-08,6.5,5.1,9.9,nan,nan,255.0,14.3,nan,1016.9,nan
Goodison Park,2001-04-16,7.3,4.2,9.5,nan,nan,312.0,15.7,nan,1021.8,nan
Goodison Park,2001-04-28,8.5,4.8,11.9,nan,nan,nan,15.9,nan,1001.9,nan
Goodison Park,2001-10-20,12.5,6.7,14.3,nan,nan,nan,4.4,nan,1001.2,nan
Goodison Park,2001-11-18,6.7,5.8,7.6,nan,nan,nan,0.5,nan,1027.5,nan
Goodison Park,2001-12-26,2.1,-0.1,4.3,nan,nan,nan,11.2,nan,1009.6,nan
Goodison Park,2001-12-29,2.3,0.8,3.6,nan,nan,nan,11.3,nan,1002.1,nan
Goodison Park,2002-01-12,6.4,4.4,10.3,nan,nan,158.0,17.5,nan,1023.5,nan
Goodison Park,2002-02-02,11.5,9.1,13.6,nan,nan,192.0,28.9,nan,1000.8,nan
Goodison Park,2002-03-03,8.5,7.4,10.7,nan,nan,nan,13.2,nan,1019.6,nan
Goodison Park,2002-03-16,8.0,2.3,12.4,nan,nan,nan,9.0,nan,1006.9,nan
Goodison Park,2002-11-09,7.8,5.7,9.5,nan,nan,nan,6.2,nan,1006.6,nan
Goodison Park,2002-11-23,5.9,3.3,9.0,nan,nan,nan,10.6,nan,994.9,nan
Goodison Park,2002-12-07,5.2,4.1,5.7,nan,nan,29.0,10.1,nan,1030.9,nan
Goodison Park,2003-01-01,6.0,2.9,9.7,nan,nan,nan,11.5,nan,nan,nan
Goodison Park,2003-01-18,5.5,1.9,7.5,nan,nan,165.0,16.9,nan,1007.4,nan
Goodison Park,2003-02-01,5.9,4.0,7.8,nan,nan,259.0,15.5,nan,1012.5,nan
Goodison Park,2003-04-06,8.1,4.5,12.5,nan,nan,nan,6.9,nan,1031.9,nan
Goodison Park,2003-04-19,7.7,2.4,11.3,nan,nan,nan,17.8,nan,1025.5,nan
Goodison Park,2003-04-26,8.8,1.3,13.9,nan,nan,nan,17.2,nan,1001.1,nan
Goodison Park,2003-05-11,9.1,2.4,14.6,nan,nan,200.0,17.4,nan,1014.1,nan
Goodison Park,2003-08-30,11.7,6.3,15.8,nan,nan,nan,10.4,nan,1018.9,nan
Goodison Park,2003-09-13,15.2,8.9,23.0,nan,nan,nan,10.6,nan,1028.6,nan
Goodison Park,2003-10-19,5.2,-0.6,10.8,nan,nan,nan,8.0,nan,1016.0,nan
Goodison Park,2003-11-01,7.6,5.5,9.5,nan,nan,295.0,13.7,nan,994.7,nan
Goodison Park,2003-12-07,1.0,-3.1,5.0,nan,nan,nan,3.3,nan,1031.5,nan
Goodison Park,2003-12-20,5.4,4.2,7.5,nan,nan,nan,18.9,nan,nan,nan
Goodison Park,2003-12-28,4.1,1.8,5.9,nan,nan,296.0,23.6,nan,999.3,nan
Goodison Park,2004-01-07,8.1,4.4,9.7,nan,nan,150.0,21.7,nan,1005.9,nan
Goodison Park,2004-03-27,8.0,7.0,9.4,nan,nan,nan,9.0,nan,1017.4,nan
Goodison Park,2004-08-15,18.3,13.6,22.9,nan,nan,nan,7.0,nan,1014.0,nan
Goodison Park,2004-08-28,13.4,9.4,16.4,nan,nan,nan,12.2,nan,1012.0,nan
Goodison Park,2004-10-02,11.0,7.6,15.1,nan,nan,203.0,16.4,nan,nan,nan
Goodison Park,2005-01-04,8.0,3.6,10.5,nan,nan,229.0,24.0,nan,1019.2,nan
Goodison Park,2005-01-22,0.7,-2.4,3.1,nan,nan,nan,5.0,nan,1020.7,nan
Goodison Park,2005-02-02,7.1,6.0,8.8,nan,nan,299.0,18.6,nan,1037.8,nan
Goodison Park,2005-02-12,8.6,5.9,11.8,nan,nan,277.0,36.2,nan,1005.7,nan
Goodison Park,2005-03-06,0.8,-3.2,4.2,nan,nan,nan,5.1,nan,1031.0,nan
Goodison Park,2005-04-10,10.5,8.2,13.9,nan,nan,279.0,20.1,nan,1026.2,nan
Goodison Park,2005-04-20,6.3,4.7,7.5,nan,nan,nan,10.4,nan,1016.0,nan
Goodison Park,2005-04-23,9.9,5.1,14.6,nan,nan,nan,13.7,nan,1011.1,nan
Goodison Park,2005-05-07,9.1,7.5,11.5,nan,nan,292.0,25.3,nan,1013.8,nan
Goodison Park,2005-08-13,14.3,9.9,18.9,nan,nan,nan,10.4,nan,1013.8,nan
Goodison Park,2005-09-10,16.0,14.3,17.6,nan,nan,nan,8.9,nan,nan,nan
Goodison Park,2005-09-24,9.7,2.4,14.9,nan,nan,nan,10.0,nan,1017.3,nan
Goodison Park,2005-10-23,10.1,6.2,14.5,nan,nan,nan,3.7,nan,1010.2,nan
Goodison Park,2005-11-06,11.2,6.0,13.6,nan,nan,187.0,16.8,nan,1008.9,nan
Goodison Park,2005-11-27,3.8,1.1,5.7,nan,nan,nan,8.8,nan,1001.2,nan
Goodison Park,2005-12-14,8.2,7.1,9.2,nan,nan,304.0,15.8,nan,1035.1,nan
Goodison Park,2005-12-17,1.7,-3.3,4.5,nan,nan,nan,9.9,nan,1024.4,nan
Goodison Park,2005-12-28,-2.3,-5.5,1.4,nan,nan,nan,0.9,nan,1021.1,nan
Goodison Park,2006-01-21,6.0,0.1,9.1,nan,nan,nan,13.2,nan,1029.3,nan
Goodison Park,2006-02-04,4.2,2.5,6.2,nan,nan,nan,0.0,nan,1032.1,nan
Goodison Park,2006-02-11,2.0,-4.0,7.1,nan,nan,nan,10.9,nan,1023.0,nan
Goodison Park,2006-03-11,3.4,-0.1,5.2,nan,nan,nan,10.0,nan,1018.2,nan
Goodison Park,2006-03-18,2.7,0.4,5.6,nan,nan,nan,13.8,nan,1024.0,nan
Goodison Park,2006-04-01,9.1,5.4,11.9,nan,nan,207.0,20.7,nan,1000.3,nan
Goodison Park,2006-04-15,9.2,5.5,14.0,nan,nan,nan,7.6,nan,1007.8,nan
Goodison Park,2006-04-22,10.5,5.5,16.2,nan,nan,172.0,16.8,nan,1018.9,nan
Goodison Park,2006-05-07,10.6,8.9,13.6,nan,nan,nan,6.7,nan,1017.7,nan
Goodison Park,2006-08-19,14.3,12.6,15.9,nan,nan,nan,11.4,nan,1004.8,nan
Goodison Park,2006-09-09,12.7,6.5,20.6,nan,nan,nan,9.1,nan,1024.7,nan
Goodison Park,2006-09-16,14.2,10.9,17.8,nan,nan,nan,2.4,nan,1012.7,nan
Goodison Park,2006-09-30,12.0,6.5,17.4,nan,nan,151.0,12.9,nan,1002.6,nan
Goodison Park,2006-10-21,12.2,10.1,16.7,nan,nan,nan,11.8,nan,990.3,nan
Goodison Park,2006-11-11,9.9,8.1,12.1,nan,nan,272.0,25.5,nan,1016.3,nan
Goodison Park,2006-11-18,4.0,0.4,8.5,nan,nan,184.0,15.1,nan,1006.4,nan
Goodison Park,2006-12-03,9.0,7.7,10.3,nan,nan,213.0,37.8,nan,nan,nan
Goodison Park,2006-12-17,6.1,3.7,8.5,nan,nan,234.0,10.6,nan,1025.0,nan
Goodison Park,2006-12-26,2.6,2.0,3.5,nan,nan,162.0,11.6,nan,1034.1,nan
Goodison Park,2007-01-14,6.9,3.6,9.4,nan,nan,223.0,20.0,nan,1023.7,nan
Goodison Park,2007-02-10,1.6,0.2,3.5,nan,nan,nan,5.1,nan,994.8,nan
Goodison Park,2007-02-21,7.4,4.3,11.3,nan,nan,nan,11.3,nan,1003.4,nan
Goodison Park,2007-04-06,8.0,2.6,12.1,nan,nan,nan,10.4,nan,1026.3,nan
Goodison Park,2007-04-15,12.9,7.5,19.4,nan,nan,nan,8.4,nan,1023.9,nan
Goodison Park,2007-04-28,12.2,4.3,19.7,nan,nan,nan,7.9,nan,1026.1,nan
Goodison Park,2007-05-05,10.6,1.7,18.4,nan,nan,nan,8.5,nan,1019.0,nan
Goodison Park,2007-08-11,17.3,13.6,22.3,nan,nan,nan,8.3,nan,1014.0,nan
Goodison Park,2007-08-25,15.1,9.3,19.0,nan,nan,nan,7.3,nan,1028.0,nan
Goodison Park,2007-09-15,12.8,5.8,19.1,nan,nan,nan,10.1,nan,1023.3,nan
Goodison Park,2007-09-30,9.4,4.1,14.5,nan,nan,nan,8.5,nan,1021.2,nan
Goodison Park,2007-10-20,4.9,-0.2,12.3,nan,nan,nan,5.5,nan,1035.5,nan
Goodison Park,2007-11-03,11.6,9.3,13.1,nan,nan,nan,7.4,nan,1032.1,nan
Goodison Park,2007-11-24,6.1,-2.2,11.0,nan,nan,234.0,18.3,nan,1021.4,nan
Goodison Park,2007-12-08,6.1,2.9,10.3,nan,nan,208.0,20.2,nan,992.5,nan
Goodison Park,2007-12-26,6.4,3.1,10.0,nan,nan,182.0,13.5,nan,1019.0,nan
Goodison Park,2007-12-29,6.8,4.8,8.7,nan,nan,252.0,31.0,nan,1005.6,nan
Goodison Park,2008-01-12,4.9,0.9,8.1,nan,nan,211.0,13.2,nan,1002.4,nan
Goodison Park,2008-01-30,5.3,3.2,7.7,nan,nan,251.0,16.6,nan,1025.0,nan
Goodison Park,2008-03-02,8.9,6.0,12.2,nan,nan,262.0,25.0,nan,1008.4,nan
Goodison Park,2008-03-22,3.2,1.4,6.1,nan,nan,335.0,25.8,nan,1006.2,nan
Goodison Park,2008-04-06,2.1,-1.0,5.1,nan,nan,nan,13.6,nan,1009.1,nan
Goodison Park,2008-04-17,5.7,2.8,9.5,nan,nan,72.0,19.1,nan,1011.6,nan
Goodison Park,2008-04-27,10.7,6.4,14.3,nan,nan,nan,6.3,nan,1011.8,nan
Goodison Park,2008-05-11,16.0,10.4,24.7,nan,nan,nan,2.4,nan,1020.0,nan
Goodison Park,2008-08-16,14.4,11.5,17.5,nan,nan,148.0,19.4,nan,1004.8,nan
Goodison Park,2008-08-30,18.6,15.3,22.2,nan,nan,nan,8.1,nan,1014.9,nan
Goodison Park,2008-10-05,8.7,2.3,14.2,nan,nan,nan,9.5,nan,1000.1,nan
Goodison Park,2008-10-25,9.4,4.7,12.8,nan,nan,167.0,18.6,nan,1020.7,nan
Goodison Park,2008-11-01,4.5,1.0,8.7,nan,nan,330.0,12.7,nan,1013.5,nan
Goodison Park,2008-11-16,7.2,0.6,10.1,nan,nan,nan,4.7,nan,1031.1,nan
Goodison Park,2008-12-07,-1.0,-5.2,5.6,nan,nan,nan,1.9,nan,nan,nan
Goodison Park,2008-12-22,10.0,6.7,12.6,nan,nan,nan,9.3,nan,1032.9,nan
Goodison Park,2008-12-28,0.3,-3.3,3.7,nan,nan,nan,5.5,nan,1032.5,nan
Goodison Park,2009-01-10,-0.2,-6.4,8.3,nan,nan,nan,17.4,nan,1021.7,nan
Goodison Park,2009-01-28,4.9,1.6,8.7,nan,nan,nan,3.1,nan,1013.2,nan
Goodison Park,2009-02-07,2.6,-1.5,4.3,nan,nan,nan,13.4,nan,997.8,nan
Goodison Park,2009-02-28,6.9,5.6,8.8,nan,nan,180.0,10.9,nan,1012.5,nan
Goodison Park,2009-03-14,9.4,7.7,11.3,nan,nan,265.0,20.8,nan,1016.0,nan
Goodison Park,2009-04-05,6.9,-0.5,12.5,nan,nan,nan,8.8,nan,1021.4,nan
Goodison Park,2009-04-25,10.1,3.0,15.0,nan,nan,nan,13.0,nan,1004.7,nan
Goodison Park,2009-05-09,10.1,6.6,13.4,nan,nan,215.0,18.8,nan,1013.2,nan
Goodison Park,2009-05-16,9.4,4.1,14.1,nan,nan,166.0,19.7,nan,1000.2,nan
Goodison Park,2009-08-15,18.6,15.0,21.7,nan,nan,nan,17.4,nan,1009.4,nan
Goodison Park,2009-10-04,10.3,5.7,13.5,nan,nan,nan,11.5,nan,1010.6,nan
Goodison Park,2009-10-17,7.8,2.4,11.9,nan,nan,nan,4.7,nan,1032.6,nan
Goodison Park,2009-10-31,13.1,10.6,16.6,nan,nan,194.0,15.0,nan,1017.3,nan
Goodison Park,2009-11-29,4.7,2.8,6.4,nan,nan,26.0,17.6,nan,986.3,nan
Goodison Park,2009-12-06,7.9,6.0,10.8,nan,nan,nan,15.7,nan,989.9,nan
Goodison Park,2009-12-20,0.2,-5.4,3.6,nan,nan,nan,14.5,nan,997.2,nan
Goodison Park,2009-12-28,-1.2,-4.5,2.3,nan,nan,nan,1.2,nan,1004.3,nan
Goodison Park,2010-01-16,4.8,0.6,6.6,nan,nan,nan,20.0,nan,1001.3,nan
Goodison Park,2010-01-27,5.4,1.7,8.8,nan,nan,nan,14.9,nan,1029.8,nan
Goodison Park,2010-02-10,1.7,-1.4,4.7,nan,nan,343.0,13.3,nan,1021.0,nan
Goodison Park,2010-02-20,0.8,-3.7,4.7,nan,nan,nan,5.1,nan,996.2,nan
Goodison Park,2010-03-07,-1.2,-6.1,4.9,nan,nan,171.0,8.8,nan,1034.4,nan
Goodison Park,2010-04-04,6.3,3.8,9.0,nan,nan,292.0,17.9,nan,1011.2,nan
Goodison Park,2010-08-21,15.8,12.0,19.7,nan,nan,211.0,10.9,nan,1015.0,nan
Goodison Park,2010-09-11,16.3,12.9,20.6,nan,nan,241.0,14.1,nan,nan,nan
Goodison Park,2010-09-18,11.6,10.2,14.3,nan,nan,255.0,10.1,nan,1018.5,nan
Goodison Park,2010-10-17,6.6,-0.2,13.1,nan,nan,211.0,8.2,nan,1025.7,nan
Goodison Park,2010-10-30,8.6,3.8,12.3,nan,nan,183.0,12.1,nan,993.6,nan
Goodison Park,2010-11-10,3.1,-0.7,7.7,nan,nan,286.0,11.3,nan,999.6,nan
Goodison Park,2010-11-14,3.4,-0.8,7.1,nan,nan,235.0,10.3,nan,994.9,nan
Goodison Park,2010-11-27,-2.1,-6.3,1.0,nan,nan,nan,5.7,nan,1007.4,nan
Goodison Park,2010-12-11,7.6,4.7,8.9,nan,nan,310.0,16.3,nan,1026.3,nan
Goodison Park,2011-01-05,4.6,3.1,5.9,nan,nan,217.0,13.1,nan,995.2,nan
Goodison Park,2011-01-22,1.1,-3.8,4.2,nan,nan,nan,8.7,nan,1041.2,nan
Goodison Park,2011-02-05,11.4,9.0,12.0,nan,nan,265.0,38.9,nan,1008.2,nan
Goodison Park,2011-02-26,7.2,5.7,8.6,nan,nan,308.0,17.2,nan,1014.7,nan
Goodison Park,2011-03-09,7.7,5.7,9.3,nan,nan,270.0,23.6,nan,1012.1,nan
Goodison Park,2011-03-19,5.2,-2.3,12.5,nan,nan,188.0,7.7,nan,1032.1,nan
Goodison Park,2011-04-02,11.3,5.3,14.1,nan,nan,215.0,16.1,nan,1007.2,nan
Goodison Park,2011-04-16,9.4,3.5,14.6,nan,nan,300.0,8.0,nan,1022.5,nan
Goodison Park,2011-05-07,15.0,11.3,19.1,nan,nan,149.0,15.9,nan,1009.0,nan
Goodison Park,2011-05-22,12.0,7.9,16.1,nan,nan,242.0,23.6,nan,1010.9,nan
Goodison Park,2011-08-20,15.9,10.1,21.1,nan,nan,194.0,14.3,nan,1015.1,nan
Goodison Park,2011-09-10,18.7,14.7,22.1,nan,nan,179.0,22.0,nan,999.1,nan
Goodison Park,2011-09-17,12.0,8.2,14.7,nan,nan,240.0,13.5,nan,1002.4,nan
Goodison Park,2011-10-01,18.2,12.2,27.5,nan,nan,nan,10.8,nan,1022.3,nan
Goodison Park,2011-10-29,9.0,4.2,13.0,nan,nan,172.0,16.6,nan,1015.5,nan
Goodison Park,2011-11-19,7.7,5.4,10.1,nan,nan,161.0,13.6,nan,1015.0,nan
Goodison Park,2011-12-04,5.5,3.6,6.9,nan,nan,276.0,20.7,nan,998.9,nan
