stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
Villa Park,2013-10-20,13.2,11.2,17.2,nan,nan,nan,16.2,nan,nan,nan
Villa Park,2013-10-26,14.3,11.2,16.2,nan,nan,199.0,21.4,nan,nan,nan
Villa Park,2013-11-09,5.2,3.2,7.2,nan,nan,218.0,13.5,nan,nan,nan
Villa Park,2013-11-30,4.7,2.2,8.2,nan,nan,nan,13.2,nan,nan,nan
Villa Park,2013-12-15,10.6,5.2,13.2,nan,nan,192.0,22.2,nan,nan,nan
Villa Park,2013-12-26,3.3,1.2,6.2,nan,nan,nan,11.8,nan,nan,nan
Villa Park,2013-12-28,4.1,2.2,6.2,nan,nan,220.0,14.2,nan,nan,nan
Villa Park,2014-01-13,5.6,4.2,8.2,nan,nan,184.0,14.9,nan,nan,nan
Villa Park,2014-01-29,4.7,3.2,5.2,nan,nan,87.0,16.9,nan,nan,nan
Villa Park,2014-02-08,7.0,5.2,9.2,nan,nan,199.0,28.8,nan,nan,nan
Villa Park,2014-03-02,6.9,4.2,9.2,nan,nan,nan,15.9,nan,nan,nan
Villa Park,2014-03-15,11.3,8.2,14.2,nan,nan,293.0,19.6,nan,nan,nan
Villa Park,2014-03-23,4.8,0.2,9.2,nan,nan,nan,17.1,nan,nan,nan
Villa Park,2014-04-05,11.2,7.2,14.2,nan,nan,173.0,12.1,nan,nan,nan
Villa Park,2014-04-19,6.6,-0.8,13.2,nan,nan,nan,12.4,nan,nan,nan
Villa Park,2014-05-03,7.4,-1.8,14.2,nan,nan,nan,5.3,nan,nan,nan
Villa Park,2014-08-23,12.7,10.2,16.2,nan,nan,276.0,12.6,nan,nan,nan
Villa Park,2014-08-31,16.2,12.2,20.2,nan,nan,nan,9.6,nan,nan,nan
Villa Park,2014-09-20,16.2,14.2,17.2,nan,nan,nan,9.7,nan,nan,nan
Villa Park,2014-10-04,12.7,8.2,15.2,nan,nan,245.0,15.2,nan,nan,nan
Villa Park,2014-11-02,12.2,8.2,14.2,nan,nan,193.0,12.2,nan,nan,nan
Villa Park,2014-11-24,3.3,-0.8,8.2,nan,nan,nan,5.3,nan,nan,nan
Villa Park,2014-12-07,6.9,3.2,9.2,nan,nan,241.0,16.0,nan,nan,nan
Villa Park,2014-12-20,7.5,6.2,9.2,nan,nan,265.0,17.1,nan,nan,nan
Villa Park,2014-12-28,1.1,-0.8,3.2,nan,nan,321.0,8.8,nan,nan,nan
Villa Park,2015-01-17,2.4,0.2,5.2,nan,nan,nan,11.4,nan,nan,nan
Villa Park,2015-02-07,1.7,-1.8,4.2,nan,nan,334.0,8.8,nan,nan,nan
Villa Park,2015-02-21,3.2,1.2,6.2,nan,nan,nan,13.9,nan,nan,nan
Villa Park,2015-03-03,4.2,2.2,7.2,nan,nan,237.0,17.5,nan,nan,nan
Villa Park,2015-03-21,6.6,3.2,9.2,nan,nan,355.0,17.0,nan,nan,nan
Villa Park,2015-04-07,10.2,3.2,17.2,nan,nan,nan,7.6,nan,nan,nan
Villa Park,2015-05-02,8.3,5.2,12.2,nan,nan,100.0,17.8,nan,nan,nan
Villa Park,2015-05-09,11.2,7.2,13.2,nan,nan,248.0,15.6,nan,nan,nan
Villa Park,2015-05-24,13.1,10.2,16.2,nan,nan,nan,12.3,nan,nan,nan
Villa Park,2015-08-14,15.5,14.2,16.2,nan,nan,330.0,13.6,nan,nan,nan
Villa Park,2015-08-29,16.2,11.2,21.2,nan,nan,nan,9.8,nan,nan,nan
Villa Park,2015-09-19,12.8,7.2,19.2,nan,nan,nan,4.8,nan,nan,nan
Villa Park,2015-10-03,10.2,6.2,12.2,nan,nan,nan,4.5,nan,1015.2,nan
Villa Park,2015-10-24,10.1,7.2,13.2,nan,nan,215.0,11.9,nan,nan,nan
Villa Park,2015-11-08,11.0,6.2,15.2,nan,nan,191.0,16.2,nan,nan,nan
Villa Park,2015-11-28,5.8,1.2,9.2,nan,nan,223.0,15.5,nan,1006.6,nan
Villa Park,2015-12-13,5.5,4.2,8.2,nan,nan,111.0,9.6,nan,nan,nan
Villa Park,2015-12-26,13.5,13.2,14.2,nan,nan,204.0,25.0,nan,nan,nan
Villa Park,2016-01-12,5.2,4.2,6.2,nan,nan,282.0,19.3,nan,nan,nan
Villa Park,2016-01-16,2.0,0.2,4.2,nan,nan,nan,8.7,nan,nan,nan
Villa Park,2016-02-06,8.6,6.2,11.2,nan,nan,194.0,19.5,nan,991.3,nan
Villa Park,2016-02-14,2.4,0.2,5.2,nan,nan,14.0,15.4,nan,nan,nan
Villa Park,2016-03-01,9.1,4.2,14.2,nan,nan,232.0,20.4,nan,nan,nan
Villa Park,2016-03-13,6.6,3.2,9.2,nan,nan,nan,9.3,nan,1034.6,nan
Villa Park,2016-04-02,9.7,7.2,14.2,nan,nan,172.0,15.3,nan,nan,nan
Villa Park,2016-04-09,6.4,3.2,10.2,nan,nan,200.0,10.7,nan,nan,nan
Villa Park,2016-04-23,6.9,2.2,11.2,nan,nan,358.0,15.7,nan,1021.1,nan
Villa Park,2016-05-07,14.7,10.2,20.2,nan,nan,44.0,8.5,nan,nan,nan
Villa Park,2019-08-17,16.8,13.2,20.2,nan,nan,218.0,14.2,35.2,1002.2,nan
Villa Park,2019-08-23,18.2,13.2,24.2,nan,nan,181.0,7.7,20.4,1023.1,nan
Villa Park,2019-09-16,14.9,12.2,16.2,nan,nan,320.0,10.0,14.8,1022.4,nan
Villa Park,2019-09-28,13.8,10.2,18.2,nan,nan,211.0,15.7,42.6,1004.8,nan
Villa Park,2019-10-19,10.1,8.2,13.2,nan,nan,231.0,10.6,27.8,999.0,nan
Villa Park,2019-11-02,9.9,8.2,13.2,nan,nan,203.0,16.4,51.8,976.3,nan
Villa Park,2019-11-25,10.2,9.2,11.2,nan,nan,147.0,15.5,27.8,999.9,nan
Villa Park,2019-12-08,8.4,6.2,11.2,nan,nan,229.0,20.8,50.0,994.7,nan
Villa Park,2019-12-21,6.3,3.2,8.2,nan,nan,145.0,11.9,25.9,976.5,nan
Villa Park,2019-12-26,4.6,1.2,6.2,nan,nan,95.0,12.1,31.5,1015.4,nan
Villa Park,2020-01-12,8.1,4.2,10.2,nan,nan,221.0,13.9,35.2,1015.1,nan
Villa Park,2020-01-21,4.4,0.2,7.2,nan,nan,286.0,8.8,16.7,1040.7,nan
Villa Park,2020-02-16,8.5,5.2,13.2,nan,nan,223.0,23.5,59.3,990.6,nan
Villa Park,2020-06-17,15.4,12.2,20.2,nan,nan,33.0,7.3,24.1,1012.9,nan
Villa Park,2020-06-21,16.0,13.2,19.2,nan,nan,213.0,16.5,35.2,1015.0,nan
Villa Park,2020-06-27,16.2,13.2,19.2,nan,nan,185.0,17.3,40.8,1002.0,nan
Villa Park,2020-07-09,14.5,12.2,17.2,nan,nan,317.0,14.1,22.2,1011.3,nan
Villa Park,2020-07-12,15.4,7.2,21.2,nan,nan,200.0,6.7,18.5,1027.7,nan
Villa Park,2020-07-21,14.9,7.2,19.2,nan,nan,303.0,6.7,16.7,1026.0,nan
Villa Park,2020-09-21,15.3,10.2,23.2,nan,nan,4.0,5.3,16.7,1017.4,nan
Villa Park,2020-10-04,10.4,9.2,12.2,nan,nan,327.0,15.4,35.2,980.5,nan
Villa Park,2020-10-23,9.7,6.2,13.2,nan,nan,197.0,9.3,27.8,1006.3,nan
Villa Park,2020-11-01,13.5,9.2,17.2,nan,nan,195.0,22.2,55.5,997.5,nan
Villa Park,2020-11-21,10.9,10.2,12.2,nan,nan,224.0,14.9,37.0,1023.0,nan
Villa Park,2020-12-17,7.6,4.2,11.2,nan,nan,193.0,15.1,38.9,1010.3,nan
Villa Park,2020-12-26,7.1,3.2,9.2,nan,nan,216.0,16.4,57.4,1009.5,nan
Villa Park,2021-01-23,0.7,-0.8,3.2,0.0,nan,313.0,6.5,22.2,994.8,nan
Villa Park,2021-02-03,7.2,3.2,9.2,0.0,nan,223.0,9.8,29.6,995.0,nan
Villa Park,2021-02-06,2.7,0.2,5.2,4.8,nan,70.0,8.5,35.2,1007.3,nan
Villa Park,2021-02-21,9.7,7.2,11.2,2.8,nan,163.0,9.8,29.6,1006.6,nan
Villa Park,2021-03-06,1.8,-2.8,4.2,0.0,nan,42.0,3.4,14.8,1033.6,nan
Villa Park,2021-03-21,8.2,5.2,11.2,0.5,nan,337.0,9.2,22.2,1029.0,nan
Villa Park,2021-04-04,7.8,-1.8,16.2,0.0,nan,265.0,11.1,29.6,1026.0,nan
Villa Park,2021-04-21,9.7,5.2,12.2,0.6,nan,51.0,13.9,37.0,1021.9,nan
Villa Park,2021-04-25,8.0,3.2,13.2,0.0,nan,57.0,15.4,37.0,1029.1,nan
Villa Park,2021-05-09,14.1,10.2,18.2,2.4,nan,189.0,16.9,37.0,994.3,nan
Villa Park,2021-05-13,11.2,9.2,15.2,4.5,nan,27.0,11.1,27.8,1007.0,nan
Villa Park,2021-05-23,8.6,4.2,13.2,11.1,nan,194.0,16.3,44.5,1004.4,nan
Villa Park,2021-08-21,16.7,14.2,18.2,8.9,nan,157.0,7.7,18.5,1014.6,nan
Villa Park,2021-08-28,15.0,10.2,20.2,0.0,nan,9.0,9.2,20.4,1027.1,nan
Villa Park,2021-09-18,16.4,10.2,22.2,0.6,nan,163.0,6.5,16.7,1013.3,nan
Villa Park,2021-10-16,10.8,6.2,15.2,0.0,nan,174.0,7.4,16.7,1019.1,nan
Villa Park,2021-10-31,9.7,5.2,12.2,16.9,nan,178.0,21.1,53.7,987.9,nan
Villa Park,2021-11-20,10.2,9.2,11.2,0.4,nan,263.0,10.2,22.2,1022.6,nan
Villa Park,2021-12-01,6.5,2.2,11.2,4.7,nan,305.0,20.2,42.6,999.5,nan
Villa Park,2021-12-05,4.6,2.2,6.2,4.4,nan,318.0,27.5,38.9,1008.8,nan
Villa Park,2021-12-26,6.0,4.2,7.2,3.3,nan,126.0,10.2,37.0,999.4,nan
Villa Park,2022-01-15,1.1,-2.8,5.2,0.0,nan,190.0,5.4,18.5,1024.6,nan
Villa Park,2022-02-09,8.9,6.2,11.2,0.2,nan,251.0,13.4,31.5,1021.7,nan
Villa Park,2022-02-19,4.6,2.2,9.2,6.5,nan,239.0,17.2,40.8,1006.8,nan
Villa Park,2022-03-05,5.3,3.2,8.2,0.0,nan,350.0,20.5,38.9,1025.9,nan
Villa Park,2022-03-19,9.2,5.2,15.2,0.0,nan,94.0,19.1,46.3,1037.3,nan
Villa Park,2022-04-09,5.8,2.2,9.2,0.4,nan,302.0,14.9,27.8,1014.9,nan
Villa Park,2022-04-30,9.7,0.2,16.2,0.0,nan,210.0,6.5,18.5,1028.7,nan
Villa Park,2022-05-10,15.5,13.2,19.2,0.2,nan,231.0,16.8,42.6,1012.6,nan
Villa Park,2022-05-15,15.7,12.2,20.2,3.6,nan,116.0,14.6,35.2,1015.1,nan
Villa Park,2022-05-19,14.5,9.2,19.2,0.0,nan,228.0,8.4,24.1,1017.8,nan
Villa Park,2022-08-13,24.1,16.2,32.2,0.0,nan,38.0,10.6,25.9,1015.0,nan
Villa Park,2022-08-28,17.6,11.2,22.2,0.0,nan,94.0,7.9,22.2,1022.4,nan
Villa Park,2022-09-03,18.0,13.2,22.2,0.4,nan,160.0,10.2,25.9,1008.4,nan
Villa Park,2022-09-16,12.5,9.2,16.2,0.0,nan,322.0,18.3,27.8,1019.0,nan
Villa Park,2022-10-16,12.1,8.2,15.2,0.3,nan,181.0,14.7,35.2,1007.5,nan
Villa Park,2022-10-23,14.5,11.2,17.2,11.4,nan,143.0,12.1,25.9,999.9,nan
Villa Park,2022-11-06,9.1,6.2,12.2,0.8,nan,173.0,9.7,29.6,1000.5,nan
Villa Park,2022-12-26,5.1,2.2,9.2,0.2,nan,239.0,13.5,33.3,1013.9,nan
Villa Park,2023-01-04,12.2,11.2,13.2,1.1,nan,241.0,19.0,42.6,1011.3,nan
Villa Park,2023-01-13,8.1,6.2,10.2,0.7,nan,252.0,22.8,48.2,1005.9,nan
Villa Park,2023-02-04,8.6,7.4,9.2,0.0,nan,243.0,11.2,24.1,1037.1,nan
Villa Park,2023-02-18,11.8,10.2,14.2,0.0,nan,255.0,17.4,38.9,1018.9,nan
Villa Park,2023-03-04,4.4,4.2,5.2,0.0,nan,4.0,10.7,18.5,1030.0,nan
Villa Park,2023-03-18,10.7,7.2,14.2,5.0,nan,197.0,11.4,20.4,1005.3,nan
Villa Park,2023-04-08,8.0,-0.8,14.2,0.0,nan,127.0,8.4,20.4,1024.8,nan
Villa Park,2023-04-15,7.9,3.2,13.2,0.2,nan,331.0,8.9,22.2,1018.9,nan
Villa Park,2023-04-25,5.7,-0.8,11.2,0.0,nan,345.0,8.1,16.7,1018.3,nan
Villa Park,2023-05-13,10.8,8.2,15.2,0.0,nan,44.0,11.3,25.9,1027.2,nan
Villa Park,2023-05-28,15.0,11.2,19.2,0.0,nan,10.0,16.2,35.2,1025.0,nan
Riverside Stadium,1999-12-18,-0.8,-4.2,0.8,nan,nan,271.0,8.3,nan,nan,nan
Riverside Stadium,2001-09-08,13.1,9.8,16.8,nan,nan,316.0,20.9,nan,nan,nan
Riverside Stadium,2001-09-15,12.1,9.8,14.8,nan,nan,274.0,24.7,nan,nan,nan
Riverside Stadium,2003-10-18,10.1,7.8,12.8,nan,nan,72.0,11.8,nan,nan,nan
Riverside Stadium,2007-09-01,15.7,8.8,21.8,nan,nan,247.0,18.4,nan,nan,nan
Riverside Stadium,2007-09-22,13.0,6.8,18.8,nan,nan,199.0,16.0,nan,nan,nan
Carrow Road,1992-08-19,16.6,11.3,22.8,nan,nan,nan,7.2,nan,1014.9,nan
Carrow Road,1992-08-22,16.1,12.4,19.3,nan,nan,180.0,11.1,nan,1008.0,nan
Carrow Road,1992-08-31,12.5,7.9,16.7,nan,nan,248.0,11.8,nan,998.0,nan
Carrow Road,1992-09-05,11.2,6.8,15.4,nan,nan,319.0,10.6,nan,1022.1,nan
Carrow Road,1992-09-19,14.9,12.6,18.5,nan,nan,202.0,5.7,nan,1017.3,nan
Carrow Road,1992-10-17,4.2,1.6,8.3,nan,nan,nan,10.6,nan,nan,nan
Carrow Road,1992-10-31,2.2,-0.3,6.5,nan,nan,nan,7.7,nan,1019.7,nan
Carrow Road,1992-11-21,5.4,2.4,12.4,nan,nan,234.0,8.9,nan,1011.8,nan
Carrow Road,1992-12-05,2.7,1.2,5.3,nan,nan,249.0,10.8,nan,995.3,nan
Carrow Road,1992-12-21,3.5,1.6,5.4,nan,nan,64.0,9.8,nan,1025.0,nan
Carrow Road,1992-12-26,5.0,3.9,6.0,nan,nan,53.0,9.5,nan,1039.4,nan
Carrow Road,1993-01-16,10.7,7.5,13.5,nan,nan,232.0,22.4,nan,1017.3,nan
Carrow Road,1993-01-27,4.2,1.7,6.7,nan,nan,nan,5.9,nan,nan,nan
Carrow Road,1993-02-20,4.7,1.6,7.5,nan,nan,279.0,25.6,nan,1022.0,nan
Carrow Road,1993-02-28,0.8,-1.1,3.2,nan,nan,356.0,14.0,nan,1019.9,nan
Carrow Road,1993-03-03,1.8,1.2,2.4,nan,nan,59.0,18.8,nan,nan,nan
Carrow Road,1993-03-13,10.1,6.6,15.1,nan,nan,184.0,11.2,nan,1017.9,nan
Carrow Road,1993-03-24,4.9,1.9,8.9,nan,nan,317.0,10.0,nan,1028.3,nan
Carrow Road,1993-04-05,7.6,3.8,12.1,nan,nan,218.0,18.7,nan,999.5,nan
Carrow Road,1993-04-14,6.7,4.7,10.5,nan,nan,21.0,11.6,nan,1012.5,nan
Carrow Road,1993-05-01,11.8,6.7,18.6,nan,nan,nan,8.7,nan,nan,nan
Carrow Road,1993-08-15,16.5,14.4,20.1,nan,nan,168.0,9.4,nan,1013.0,nan
Carrow Road,1993-08-25,12.1,8.7,16.4,nan,nan,322.0,9.9,nan,1020.5,nan
Carrow Road,1993-08-28,13.2,9.6,17.4,nan,nan,24.0,8.8,nan,1026.8,nan
Carrow Road,1993-09-11,14.6,11.5,18.9,nan,nan,267.0,8.4,nan,1005.6,nan
Carrow Road,1993-10-02,11.6,9.7,14.2,nan,nan,nan,11.4,nan,990.3,nan
Carrow Road,1993-10-23,8.9,8.5,10.2,nan,nan,45.0,21.2,nan,nan,nan
Carrow Road,1993-11-20,2.8,1.0,5.8,nan,nan,nan,9.5,nan,nan,nan
Carrow Road,1993-12-29,6.1,2.8,9.1,nan,nan,219.0,14.3,nan,nan,nan
Carrow Road,1994-01-04,3.9,3.2,4.8,nan,nan,247.0,10.6,nan,988.8,nan
Carrow Road,1994-01-15,4.1,2.5,5.5,nan,nan,nan,9.7,nan,1008.6,nan
Carrow Road,1994-02-05,4.1,1.4,7.0,nan,nan,164.0,6.0,nan,1007.7,nan
Carrow Road,1994-02-13,0.0,-2.9,1.4,nan,nan,84.0,23.6,nan,1028.8,nan
Carrow Road,1994-02-22,-1.6,-4.7,0.4,nan,nan,nan,7.2,nan,1011.1,nan
Carrow Road,1994-02-26,6.9,2.8,9.9,nan,nan,nan,9.1,nan,1005.9,nan
Carrow Road,1994-03-12,5.7,2.5,8.3,nan,nan,265.0,14.2,nan,1012.6,nan
Carrow Road,1994-03-21,4.3,2.1,6.7,nan,nan,nan,10.0,nan,1017.6,nan
Carrow Road,1994-04-02,4.2,1.9,8.1,nan,nan,nan,22.6,nan,1001.9,nan
Carrow Road,1994-04-09,3.7,1.1,7.8,nan,nan,293.0,10.8,nan,990.5,nan
Carrow Road,1994-04-23,12.0,7.1,16.0,nan,nan,171.0,12.3,nan,1003.2,nan
Carrow Road,1994-05-07,12.0,9.6,14.5,nan,nan,201.0,9.0,nan,1013.6,nan
Carrow Road,1994-08-24,15.3,10.9,20.7,nan,nan,nan,14.0,nan,1010.0,nan
Carrow Road,1994-08-27,16.8,14.0,19.7,nan,nan,259.0,11.1,nan,1008.6,nan
Carrow Road,1994-09-10,11.8,9.6,16.2,nan,nan,259.0,14.6,nan,1002.2,nan
Carrow Road,1994-10-01,12.1,11.5,12.8,nan,nan,71.0,8.8,nan,1021.9,nan
Carrow Road,1994-10-08,11.1,7.0,15.6,nan,nan,235.0,5.5,nan,1021.4,nan
Carrow Road,1994-10-22,13.3,11.8,16.1,nan,nan,185.0,18.0,nan,989.7,nan
Carrow Road,1994-11-05,13.5,12.4,14.0,nan,nan,156.0,12.3,nan,1005.2,nan
Carrow Road,1994-11-26,11.3,10.0,12.2,nan,nan,309.0,8.3,nan,1030.4,nan
Carrow Road,1994-12-26,5.7,2.3,9.9,nan,nan,240.0,14.2,nan,1005.2,nan
Carrow Road,1994-12-31,4.0,0.7,6.0,nan,nan,302.0,14.9,nan,992.5,nan
Carrow Road,1995-01-14,7.0,5.2,8.5,nan,nan,248.0,13.2,nan,1027.2,nan
Carrow Road,1995-01-25,4.8,2.8,10.7,nan,nan,nan,8.1,nan,994.4,nan
Carrow Road,1995-02-11,8.4,6.2,11.3,nan,nan,215.0,16.5,nan,992.9,nan
Carrow Road,1995-02-22,5.6,1.7,9.0,nan,nan,235.0,22.0,nan,1010.9,nan
Carrow Road,1995-03-04,1.3,-1.9,4.6,nan,nan,270.0,11.4,nan,1008.1,nan
Carrow Road,1995-03-08,3.6,1.4,6.9,nan,nan,244.0,12.3,nan,996.9,nan
Carrow Road,1995-03-20,3.7,0.6,6.8,nan,nan,329.0,14.9,nan,1023.5,nan
Carrow Road,1995-04-12,9.1,6.0,12.6,nan,nan,19.0,11.1,nan,1031.9,nan
Carrow Road,1995-04-29,7.3,3.5,9.5,nan,nan,nan,10.7,nan,1017.9,nan
Carrow Road,1995-05-14,7.6,1.9,11.9,nan,nan,292.0,9.9,nan,1020.3,nan
Carrow Road,2004-08-14,16.7,12.9,20.8,nan,nan,339.0,12.3,nan,1016.5,nan
Carrow Road,2004-08-28,14.2,9.5,18.6,nan,nan,nan,10.5,nan,1011.8,nan
Carrow Road,2004-10-02,11.7,8.9,16.2,nan,nan,223.0,21.1,nan,1013.8,nan
Carrow Road,2004-11-06,9.6,7.9,11.2,nan,nan,293.0,11.0,nan,1025.4,nan
Carrow Road,2004-11-20,0.5,-2.0,4.6,nan,nan,271.0,13.8,nan,1023.7,nan
Carrow Road,2004-12-04,7.8,5.7,10.5,nan,nan,243.0,12.0,nan,1027.8,nan
Carrow Road,2004-12-11,5.0,0.2,9.2,nan,nan,nan,4.6,nan,1028.7,nan
Carrow Road,2004-12-26,0.6,-2.9,3.7,nan,nan,273.0,12.8,nan,1008.4,nan
Carrow Road,2005-01-03,7.1,3.8,9.3,nan,nan,249.0,27.4,nan,1027.8,nan
Carrow Road,2005-02-05,4.8,3.8,5.8,nan,nan,168.0,16.0,nan,1019.0,nan
Carrow Road,2005-02-28,-0.2,-3.6,2.1,nan,nan,252.0,15.8,nan,1023.0,nan
Carrow Road,2005-03-05,1.0,0.1,2.8,nan,nan,347.0,19.0,nan,1009.9,nan
Carrow Road,2005-04-20,6.7,5.4,7.2,nan,nan,51.0,12.0,nan,1013.2,nan
Carrow Road,2005-05-07,8.1,5.5,10.0,nan,nan,290.0,17.8,nan,1009.6,nan
Carrow Road,2013-05-04,11.2,6.7,15.7,nan,nan,234.0,19.1,nan,nan,nan
Carrow Road,2013-05-12,8.5,3.7,13.7,nan,nan,245.0,19.7,nan,nan,nan
Carrow Road,2013-08-17,16.5,11.7,21.7,nan,nan,209.0,19.8,nan,nan,nan
Carrow Road,2013-08-31,15.1,11.7,17.7,nan,nan,307.0,13.7,nan,nan,nan
Carrow Road,2013-09-21,13.6,9.7,17.7,nan,nan,nan,11.7,nan,nan,nan
Carrow Road,2013-10-26,14.2,12.7,16.7,nan,nan,202.0,26.0,nan,nan,nan
Carrow Road,2013-11-09,4.1,1.7,6.7,nan,nan,232.0,15.2,nan,nan,nan
Carrow Road,2013-11-30,5.9,2.7,7.7,nan,nan,nan,13.6,nan,nan,nan
Carrow Road,2013-12-15,9.7,5.7,11.7,nan,nan,201.0,26.3,nan,nan,nan
Carrow Road,2013-12-28,4.0,0.7,6.7,nan,nan,213.0,16.4,nan,nan,nan
Carrow Road,2014-02-08,7.5,6.7,9.7,nan,nan,189.0,35.5,nan,nan,nan
Carrow Road,2014-03-08,8.2,1.7,13.7,nan,nan,nan,18.0,nan,nan,nan
Carrow Road,2014-03-22,7.0,4.7,10.7,nan,nan,223.0,23.3,nan,nan,nan
Carrow Road,2014-05-11,10.9,8.7,13.7,nan,nan,245.0,30.7,nan,nan,nan
Carrow Road,2015-09-12,15.6,10.7,20.7,nan,nan,171.0,14.8,nan,1007.5,nan
Carrow Road,2015-10-03,11.9,4.7,17.7,nan,nan,nan,3.3,nan,1014.5,nan
Carrow Road,2015-10-24,11.1,7.7,13.7,nan,nan,211.0,14.2,nan,nan,nan
Carrow Road,2015-11-07,14.0,11.7,16.7,nan,nan,221.0,23.0,nan,nan,nan
Carrow Road,2015-11-29,9.3,7.7,11.7,nan,nan,245.0,31.8,nan,nan,nan
Carrow Road,2015-12-12,6.3,1.7,12.7,nan,nan,nan,nan,nan,nan,nan
Carrow Road,2015-12-28,9.7,8.7,11.7,nan,nan,154.0,19.2,nan,nan,nan
Carrow Road,2016-01-02,8.7,7.7,9.7,nan,nan,131.0,22.1,nan,1000.5,nan
Carrow Road,2016-01-23,6.8,3.7,9.7,nan,nan,210.0,15.4,nan,1027.3,nan
Carrow Road,2016-02-02,6.8,3.7,8.7,nan,nan,nan,nan,nan,nan,nan
Carrow Road,2016-02-13,2.7,-2.3,5.7,nan,nan,nan,17.4,nan,nan,nan
Carrow Road,2016-03-01,7.5,3.7,12.7,nan,nan,204.0,20.6,nan,nan,nan
Carrow Road,2016-03-12,4.5,0.7,6.7,nan,nan,nan,6.7,nan,nan,nan
Carrow Road,2016-04-16,5.4,2.7,7.7,nan,nan,313.0,16.4,nan,nan,nan
Carrow Road,2016-05-07,15.4,6.7,23.7,nan,nan,99.0,12.9,nan,nan,nan
Carrow Road,2019-08-17,18.0,14.7,22.7,nan,nan,225.0,21.9,48.2,1002.7,nan
Carrow Road,2019-08-24,19.1,10.7,26.7,nan,nan,104.0,8.8,24.1,1020.1,nan
Carrow Road,2019-09-14,13.5,3.7,21.7,nan,nan,208.0,6.2,25.9,1032.1,nan
Carrow Road,2019-10-05,12.1,9.7,14.7,nan,nan,90.0,9.4,25.9,1014.6,nan
Carrow Road,2019-10-27,6.3,3.7,10.7,nan,nan,261.0,15.6,31.5,1020.9,nan
Carrow Road,2019-11-08,5.2,0.7,8.7,nan,nan,271.0,11.6,31.5,1003.8,nan
Carrow Road,2019-12-01,4.8,2.7,7.7,nan,nan,356.0,9.4,27.8,1023.8,nan
Carrow Road,2019-12-08,8.8,5.7,11.7,nan,nan,225.0,32.3,64.8,994.7,nan
Carrow Road,2019-12-21,7.5,3.7,9.7,nan,nan,169.0,17.4,35.2,980.0,nan
Carrow Road,2019-12-28,7.5,4.7,8.7,nan,nan,181.0,13.3,27.8,1035.8,nan
Carrow Road,2020-01-01,4.8,2.7,6.7,nan,nan,181.0,11.4,25.9,1029.0,nan
Carrow Road,2020-01-18,3.3,1.7,6.7,nan,nan,270.0,15.8,31.5,1025.5,nan
Carrow Road,2020-02-15,11.3,8.7,13.7,nan,nan,197.0,36.7,90.8,1003.4,nan
Carrow Road,2020-02-28,4.7,-0.3,10.7,nan,nan,196.0,22.7,55.5,1003.9,nan
Carrow Road,2020-06-19,16.3,11.7,19.7,nan,nan,207.0,17.4,44.5,1013.3,nan
Carrow Road,2020-06-24,20.8,13.7,27.7,nan,nan,112.0,12.2,35.2,1021.8,nan
Carrow Road,2020-07-04,18.0,15.7,20.7,nan,nan,233.0,24.6,50.0,1008.0,nan
Carrow Road,2020-07-11,13.5,8.7,17.7,nan,nan,294.0,9.7,27.8,1025.0,nan
Carrow Road,2020-07-18,18.7,14.7,21.7,nan,nan,255.0,11.5,31.5,1016.8,nan
Carrow Road,2021-08-14,18.7,15.7,22.7,nan,nan,228.0,15.5,35.2,1018.3,nan
Carrow Road,2021-08-28,15.9,12.7,18.7,nan,nan,0.0,15.0,38.9,1025.7,nan
Carrow Road,2021-09-18,16.9,10.7,22.7,nan,nan,141.0,9.6,29.6,1014.7,nan
Carrow Road,2021-10-16,9.5,3.7,14.7,nan,nan,203.0,8.4,27.8,1020.3,nan
Carrow Road,2021-10-31,10.1,5.7,13.7,nan,nan,173.0,20.6,63.0,992.9,nan
Carrow Road,2021-11-20,9.0,6.7,9.7,nan,nan,232.0,13.8,29.6,1021.5,nan
Carrow Road,2021-11-27,4.7,0.7,7.7,nan,nan,339.0,20.1,53.7,991.1,nan
Carrow Road,2021-12-11,3.4,-0.3,7.7,nan,nan,216.0,11.8,37.0,1013.7,nan
Carrow Road,2021-12-14,10.5,8.7,11.7,nan,nan,219.0,13.8,31.5,1024.5,nan
Carrow Road,2021-12-26,5.0,2.7,6.7,nan,nan,118.0,14.8,37.0,1001.9,nan
Carrow Road,2022-01-15,4.1,1.7,6.7,nan,nan,187.0,9.1,25.9,1025.5,nan
Carrow Road,2022-02-09,8.6,6.7,11.7,nan,nan,233.0,13.6,38.9,1021.5,nan
Carrow Road,2022-02-12,4.8,1.7,8.7,nan,nan,188.0,21.1,57.4,1019.7,nan
Carrow Road,2022-03-05,5.2,3.7,5.7,nan,nan,358.0,15.8,31.5,1023.0,nan
Carrow Road,2022-03-10,9.6,5.7,15.7,nan,nan,144.0,16.8,42.6,1017.1,nan
Carrow Road,2022-04-10,6.8,-0.3,11.7,nan,nan,203.0,8.8,27.8,1018.6,nan
Carrow Road,2022-04-23,11.1,9.7,13.7,nan,nan,54.0,27.4,57.4,1006.0,nan
Carrow Road,2022-05-08,9.9,5.7,13.7,nan,nan,62.0,10.7,25.9,1029.8,nan
Carrow Road,2022-05-22,15.2,7.7,21.7,nan,nan,181.0,11.3,35.2,1013.2,nan
