,Season_End_Year,Wk,Date,Team,HomeGoals,AwayGoals,Away,FTR,FDCOUK,City,Stadium,Capacity,Latitude,Longitude,Country,stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
1135,1994,22,1993-12-27,Ipswich Town,1,1,West Ham,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1993-12-27,1.8,1.1,2.4,0.5,,308.0,15.3,,,
1136,1994,24,1994-01-01,Ipswich Town,1,2,Liverpool,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-01-01,1.3,-1.4,,,,,,,,
1137,1994,27,1994-01-22,Ipswich Town,0,0,Wimbledon,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-01-22,7.3,2.9,9.6,,,236.0,16.1,,1025.6,
1138,1994,30,1994-02-22,Ipswich Town,3,2,Sheffield Utd,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-02-22,-0.7,-3.6,0.9,0.3,20.0,66.0,9.5,,,
1139,1994,32,1994-03-05,Ipswich Town,1,5,Arsenal,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-03-05,8.2,2.6,13.1,0.0,,211.0,24.4,,,
1140,1994,35,1994-03-26,Ipswich Town,1,3,QPR,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-03-26,4.5,1.5,8.3,0.0,,335.0,17.9,,1020.0,
1141,1994,25,1994-03-29,Ipswich Town,2,2,Manchester City,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-03-29,11.1,,15.3,,,,,,,
1142,1994,37,1994-04-04,Ipswich Town,0,2,Coventry City,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-04-04,5.9,-0.4,9.9,13.0,,248.0,29.9,,997.8,
1143,1994,39,1994-04-16,Ipswich Town,1,1,Swindon Town,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-04-16,6.5,,10.6,,,,,,,
1144,1994,41,1994-05-01,Ipswich Town,1,2,Manchester Utd,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-05-01,8.7,4.7,13.3,,,64.0,10.0,,1030.1,
1145,1995,1,1994-08-20,Ipswich Town,0,1,Nott'ham Forest,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-08-20,15.4,8.9,19.4,0.0,,,11.0,,1012.7,
1146,1995,4,1994-08-30,Ipswich Town,1,3,Tottenham,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-08-30,13.9,9.9,18.0,,,,8.2,,1015.7,
1147,1995,6,1994-09-17,Ipswich Town,1,2,Norwich City,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-09-17,9.0,6.1,12.6,1.0,,317.0,30.7,,1018.4,
1148,1995,7,1994-09-24,Ipswich Town,3,2,Manchester Utd,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-09-24,14.8,13.4,18.9,,,52.0,20.8,,,
1149,1995,10,1994-10-16,Ipswich Town,1,2,Sheffield Weds,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-10-16,10.3,7.9,11.6,,,44.0,19.6,,1026.8,
1150,1995,12,1994-10-29,Ipswich Town,1,3,Liverpool,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-10-29,8.8,4.2,12.1,10.9,,202.0,17.4,,,
1151,1995,13,1994-11-01,Ipswich Town,2,0,Leeds United,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-11-01,8.3,5.0,12.2,,,256.0,25.0,,1014.3,
1152,1995,15,1994-11-19,Ipswich Town,1,3,Blackburn,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-11-19,13.7,9.3,15.4,2.0,,218.0,21.0,,1013.2,
1153,1995,17,1994-12-03,Ipswich Town,1,2,Manchester City,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-12-03,9.4,5.2,11.6,,,185.0,24.8,,,
1154,1995,19,1994-12-16,Ipswich Town,2,2,Wimbledon,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-12-16,4.8,0.3,7.2,0.0,,266.0,14.1,,1026.6,
1155,1995,21,1994-12-28,Ipswich Town,0,2,Arsenal,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1994-12-28,12.9,11.2,13.9,0.5,,228.0,35.2,,996.8,
1156,1995,23,1995-01-02,Ipswich Town,4,1,Leicester City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-01-02,-0.6,-2.1,1.5,0.0,,328.0,38.3,,1022.0,
1157,1995,25,1995-01-21,Ipswich Town,2,2,Chelsea,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-01-21,4.9,2.1,7.7,6.1,,193.0,29.9,,999.4,
1158,1995,27,1995-02-04,Ipswich Town,0,2,Crystal Palace,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-02-04,7.1,3.2,10.6,,,264.0,18.2,,1024.5,
1159,1995,31,1995-02-25,Ipswich Town,2,1,Southampton,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-02-25,3.2,-0.3,7.2,10.9,,298.0,14.7,,993.9,
1160,1995,29,1995-02-28,Ipswich Town,0,2,Newcastle Utd,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-02-28,9.4,7.0,11.6,0.0,,238.0,34.4,,,
1161,1995,36,1995-04-01,Ipswich Town,0,1,Aston Villa,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-04-01,13.3,8.3,18.9,0.0,,276.0,26.8,,1029.0,
1162,1995,34,1995-04-11,Ipswich Town,0,1,QPR,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-04-11,11.1,5.1,17.8,0.0,,,,,,
1163,1995,39,1995-04-17,Ipswich Town,1,1,West Ham,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-04-17,9.0,7.9,10.9,1.0,,270.0,28.0,,1005.1,
1164,1995,41,1995-05-06,Ipswich Town,2,0,Coventry City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-05-06,17.7,11.1,24.7,0.0,,,8.3,,1019.0,
1165,1995,37,1995-05-09,Ipswich Town,0,1,Everton,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,1995-05-09,9.3,5.3,13.8,,,311.0,16.7,,1017.7,
1166,2001,2,2000-08-22,Ipswich Town,1,1,Manchester Utd,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-08-22,14.7,7.9,21.3,,,190.0,7.6,,1019.8,
1167,2001,3,2000-08-26,Ipswich Town,1,0,Sunderland,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-08-26,18.8,15.1,25.5,,,161.0,17.5,,,
1168,2001,5,2000-09-09,Ipswich Town,1,2,Aston Villa,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-09-09,17.3,13.0,21.9,,,205.0,7.4,,1022.8,
1169,2001,7,2000-09-23,Ipswich Town,1,1,Arsenal,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-09-23,17.8,14.4,22.5,,,104.0,18.4,,1019.8,
1170,2001,9,2000-10-14,Ipswich Town,1,1,West Ham,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-10-14,9.6,5.7,11.6,,,170.0,11.0,,1015.5,
1171,2001,11,2000-10-28,Ipswich Town,2,1,Middlesbrough,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-10-28,12.2,9.8,14.6,10.9,,194.0,21.3,,1004.7,
1172,2001,13,2000-11-11,Ipswich Town,2,0,Charlton Ath,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-11-11,10.0,5.9,11.7,3.0,,194.0,28.5,,,
1173,2001,16,2000-12-02,Ipswich Town,0,1,Derby County,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-12-02,9.3,7.3,11.3,,,190.0,17.8,,1009.3,
1174,2001,18,2000-12-16,Ipswich Town,3,1,Southampton,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-12-16,0.4,-2.1,2.4,,,266.0,10.6,,1012.7,
1175,2001,20,2000-12-26,Ipswich Town,2,2,Chelsea,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-12-26,1.2,0.7,1.6,,,61.0,19.9,,995.6,
1176,2001,21,2000-12-30,Ipswich Town,3,0,Tottenham,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2000-12-30,-1.4,-3.5,0.1,,,306.0,22.6,,1006.2,
1177,2001,23,2001-01-14,Ipswich Town,2,0,Leicester City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-01-14,2.9,-0.1,6.4,,,60.0,18.2,,1035.2,
1178,2001,26,2001-02-03,Ipswich Town,1,2,Leeds United,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-02-03,5.8,3.9,8.8,5.1,,248.0,16.4,,1004.1,
1179,2001,28,2001-02-24,Ipswich Town,2,0,Everton,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-02-24,1.1,-2.6,4.1,1.5,,352.0,16.6,,1012.4,
1180,2001,29,2001-03-04,Ipswich Town,3,1,Bradford City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-03-04,0.7,-1.3,4.3,,,29.0,13.8,,998.9,
1181,2001,32,2001-04-10,Ipswich Town,1,1,Liverpool,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-04-10,7.7,6.5,9.7,2.0,,306.0,28.2,,,
1182,2001,33,2001-04-14,Ipswich Town,1,0,Newcastle Utd,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-04-14,5.3,-0.2,9.4,,,226.0,16.5,,1025.2,
1183,2001,35,2001-04-21,Ipswich Town,2,0,Coventry City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-04-21,4.8,1.0,9.3,1.8,,23.0,14.3,,1014.8,
1184,2001,37,2001-05-07,Ipswich Town,2,1,Manchester City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-05-07,8.8,4.4,14.7,,,27.0,20.7,,1028.5,
1185,2002,2,2001-08-21,Ipswich Town,3,1,Derby County,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-08-21,18.1,13.4,22.1,,,166.0,14.6,,,
1186,2002,3,2001-08-25,Ipswich Town,0,1,Charlton Ath,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-08-25,21.6,14.8,27.7,,,159.0,10.0,,1015.3,
1187,2002,5,2001-09-16,Ipswich Town,1,1,Blackburn,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-09-16,10.7,0.1,15.3,,,317.0,20.7,,1016.5,
1188,2002,8,2001-09-30,Ipswich Town,1,2,Leeds United,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-09-30,14.0,0.1,15.9,2.5,,194.0,18.6,,1006.6,
1189,2002,9,2001-10-13,Ipswich Town,0,0,Everton,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-10-13,17.1,,22.5,,,,,,,
1190,2002,11,2001-10-28,Ipswich Town,2,3,West Ham,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-10-28,10.4,0.1,14.4,1.0,,274.0,8.7,,1024.6,
1191,2002,13,2001-11-18,Ipswich Town,1,2,Bolton,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-11-18,7.0,0.1,8.6,2.0,,,,,,
1192,2002,15,2001-12-01,Ipswich Town,0,2,Arsenal,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-12-01,10.3,0.1,13.7,1.3,,248.0,20.7,,1012.4,
1193,2002,16,2001-12-09,Ipswich Town,0,1,Newcastle Utd,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-12-09,2.5,0.1,6.1,,,64.0,9.8,,,
1194,2002,19,2001-12-26,Ipswich Town,2,0,Leicester City,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-12-26,-1.5,,-0.1,,,,,,,
1195,2002,20,2001-12-29,Ipswich Town,5,0,Sunderland,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2001-12-29,0.0,,1.8,,,,,,,
1196,2002,22,2002-01-12,Ipswich Town,2,1,Tottenham,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-01-12,4.7,0.1,7.5,0.3,,211.0,17.2,,1028.8,
1197,2002,24,2002-01-30,Ipswich Town,1,0,Fulham,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-01-30,9.9,0.1,12.6,0.8,,208.0,21.2,,1012.3,
1198,2002,26,2002-02-09,Ipswich Town,0,6,Liverpool,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-02-09,9.7,0.1,,1.5,,,,,,
1199,2002,28,2002-03-02,Ipswich Town,1,3,Southampton,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-03-02,2.3,,7.9,,,,,,,
1200,2002,31,2002-03-23,Ipswich Town,0,0,Aston Villa,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-03-23,5.8,0.1,10.2,,,83.0,9.0,,1033.6,
1201,2002,33,2002-04-01,Ipswich Town,0,0,Chelsea,D,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-04-01,10.8,8.6,15.2,,,195.0,16.8,,1013.7,
1202,2002,35,2002-04-24,Ipswich Town,1,0,Middlesbrough,H,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-04-24,14.3,8.6,20.3,,,267.0,9.7,,1026.9,
1203,2002,37,2002-04-27,Ipswich Town,0,1,Manchester Utd,A,Ipswich,Ipswich,Portman Road,30311,52.055061,1.144831,England,Portman Road,2002-04-27,8.2,0.1,12.7,,,261.0,23.8,,1007.6,
1204,1993,1,1992-08-15,Everton,1,1,Sheffield Weds,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-08-15,14.1,9.2,19.2,,,,12.0,,1013.1,
1205,1993,5,1992-08-29,Everton,0,0,Wimbledon,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-08-29,10.6,4.0,14.7,,,,11.4,,1002.7,
1206,1993,8,1992-09-12,Everton,0,2,Manchester Utd,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-09-12,11.5,7.4,15.2,,,185.0,13.2,,1019.1,
1207,1993,9,1992-09-19,Everton,0,2,Crystal Palace,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-09-19,15.0,13.4,17.3,,,,2.8,,1017.2,
1208,1993,14,1992-10-31,Everton,1,3,Manchester City,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-10-31,4.8,-1.5,8.9,,,,7.6,,1019.0,
1209,1993,16,1992-11-21,Everton,0,1,Chelsea,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-11-21,6.4,1.3,13.1,,,,11.7,,1008.9,
1210,1993,18,1992-12-07,Everton,2,1,Liverpool,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-12-07,5.7,2.5,8.4,,,,9.2,,990.5,
1211,1993,20,1992-12-19,Everton,2,1,Southampton,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-12-19,-0.3,-4.3,3.7,,,,4.9,,1019.6,
1212,1993,21,1992-12-26,Everton,2,2,Middlesbrough,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1992-12-26,0.5,-2.2,3.5,,,,0.8,,1040.1,
1213,1993,26,1993-01-30,Everton,0,1,Norwich City,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-01-30,6.5,5.3,8.1,,,,10.9,,1022.9,
1214,1993,28,1993-02-10,Everton,1,2,Tottenham,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-02-10,4.4,3.7,5.0,,,119.0,11.9,,1031.0,
1215,1993,39,1993-04-12,Everton,3,5,QPR,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-04-12,8.4,5.5,12.5,,,,8.6,,1001.3,
1216,1994,3,1993-08-21,Everton,4,2,Sheffield Utd,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-08-21,14.9,13.1,17.2,,,,9.4,,1019.9,
1217,1994,6,1993-08-31,Everton,0,1,Aston Villa,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-08-31,14.1,6.3,22.7,,,,4.5,,1029.5,
1218,1994,15,1993-11-20,Everton,0,3,QPR,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-11-20,-1.4,-6.6,3.6,,,,0.7,,1027.6,
1219,1994,16,1993-11-23,Everton,1,1,Leeds United,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-11-23,-4.6,-7.7,-0.7,,,,6.3,,1019.8,
1220,1994,21,1993-12-18,Everton,0,2,Newcastle Utd,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1993-12-18,10.6,7.6,13.1,,,171.0,20.7,,1002.1,
1221,1994,28,1994-02-05,Everton,4,2,Chelsea,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-02-05,4.6,0.1,9.5,,,,11.1,,1003.7,
1222,1994,29,1994-02-12,Everton,0,0,Ipswich Town,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-02-12,3.3,0.6,6.0,,,135.0,23.5,,1026.1,
1223,1994,32,1994-03-05,Everton,2,1,Oldham Athletic,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-03-05,9.4,6.2,12.3,,,229.0,23.1,,1009.9,
1224,1994,35,1994-03-26,Everton,0,1,Tottenham,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-03-26,6.0,2.5,10.1,,,,8.7,,1020.8,
1225,1994,37,1994-04-04,Everton,0,3,Blackburn,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-04-04,5.1,0.8,10.8,,,,20.4,,998.1,
1226,1994,40,1994-04-23,Everton,0,0,Coventry City,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-04-23,11.3,8.4,16.5,,,,16.9,,997.7,
1227,1994,42,1994-05-07,Everton,3,2,Wimbledon,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-05-07,9.6,6.9,14.4,,,,6.0,,1013.1,
1228,1995,1,1994-08-20,Everton,2,2,Aston Villa,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-08-20,14.3,12.0,16.8,,,,4.2,,1012.1,
1229,1995,4,1994-08-30,Everton,1,2,Nott'ham Forest,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-08-30,11.7,4.7,18.4,,,,5.1,,1015.6,
1230,1995,6,1994-09-17,Everton,2,2,QPR,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-09-17,10.0,7.3,12.6,,,,13.6,,1022.7,
1231,1995,13,1994-11-01,Everton,1,0,West Ham,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-11-01,8.2,2.7,11.8,,,255.0,17.1,,1013.7,
1232,1995,15,1994-11-21,Everton,2,0,Liverpool,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-11-21,7.9,5.3,12.1,,,,9.8,,1023.3,
1233,1995,17,1994-12-05,Everton,3,0,Leeds United,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-12-05,6.6,3.4,8.3,,,203.0,18.0,,1005.9,
1234,1995,19,1994-12-17,Everton,0,0,Tottenham,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-12-17,11.0,6.2,14.8,,,172.0,20.2,,1014.1,
1235,1995,20,1994-12-26,Everton,1,4,Sheffield Weds,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-12-26,8.4,4.1,13.6,,,196.0,16.6,,1000.6,
1236,1995,22,1994-12-31,Everton,4,1,Ipswich Town,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1994-12-31,6.0,3.8,8.7,,,,14.4,,994.7,
1237,1995,27,1995-02-04,Everton,2,1,Norwich City,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-02-04,9.3,7.4,11.2,,,,14.4,,1024.1,
1238,1995,31,1995-02-25,Everton,1,0,Manchester Utd,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-02-25,4.7,2.9,6.9,,,,11.7,,995.9,
1239,1995,38,1995-04-14,Everton,2,0,Newcastle Utd,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-04-14,9.6,2.7,15.0,,,,11.1,,1037.0,
1240,1995,40,1995-04-29,Everton,0,0,Wimbledon,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-04-29,7.9,3.5,10.6,,,,11.5,,1015.6,
1241,1995,41,1995-05-06,Everton,0,0,Southampton,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-05-06,13.3,3.7,22.5,,,,1.7,,1020.0,
1242,1996,2,1995-08-23,Everton,0,2,Arsenal,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-08-23,17.8,14.2,20.5,,,,11.1,,1014.8,
1243,1996,3,1995-08-26,Everton,2,0,Southampton,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-08-26,17.4,14.7,21.3,,,283.0,15.1,,1016.9,
1244,1996,5,1995-09-09,Everton,2,3,Manchester Utd,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-09-09,15.2,9.4,20.8,,,252.0,12.4,,1006.4,
1245,1996,10,1995-10-22,Everton,1,1,Tottenham,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-10-22,11.7,7.8,15.0,,,161.0,16.1,,1016.5,
1246,1996,12,1995-11-05,Everton,1,0,Blackburn,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-11-05,2.1,-3.2,9.9,,,,10.0,,1034.0,
1247,1996,17,1995-12-11,Everton,3,0,West Ham,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1995-12-11,-1.1,-4.7,3.8,,,,1.2,,1035.7,
1248,1996,23,1996-01-13,Everton,1,1,Chelsea,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-01-13,10.2,8.8,11.8,,,168.0,18.8,,999.6,
1249,1996,28,1996-02-24,Everton,3,0,Nott'ham Forest,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-02-24,5.0,3.1,7.5,,,173.0,14.5,,992.8,
1250,1996,30,1996-03-09,Everton,2,2,Coventry City,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-03-09,3.6,0.0,8.1,,,145.0,14.9,,1018.9,
1251,1996,34,1996-04-06,Everton,3,0,Bolton,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-04-06,4.4,-1.6,9.8,,,,2.7,,1020.3,
1252,1996,36,1996-04-16,Everton,1,1,Liverpool,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-04-16,11.6,9.9,13.3,,,149.0,15.3,,1010.9,
1253,1996,38,1996-05-05,Everton,1,0,Aston Villa,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-05-05,6.4,-1.3,11.9,,,,4.3,,1019.4,
1254,1997,4,1996-09-04,Everton,0,1,Aston Villa,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-09-04,16.0,11.8,18.3,,,,9.7,,1026.9,
1255,1997,6,1996-09-14,Everton,1,2,Middlesbrough,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-09-14,9.4,1.0,18.2,,,,2.4,,1024.6,
1256,1997,9,1996-10-12,Everton,2,1,West Ham,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-10-12,13.3,11.6,15.8,,,156.0,17.0,,1004.3,
1257,1997,12,1996-11-04,Everton,1,1,Coventry City,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-11-04,11.1,9.2,13.3,,,192.0,18.7,,991.8,
1258,1997,13,1996-11-16,Everton,7,1,Southampton,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-11-16,10.4,8.9,11.9,,,,5.8,,1021.2,
1259,1997,15,1996-11-30,Everton,1,3,Sunderland,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-11-30,7.1,3.6,9.4,,,,21.9,,1006.9,
1260,1997,20,1996-12-28,Everton,1,3,Wimbledon,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1996-12-28,0.8,-5.9,4.3,,,,5.4,,1029.0,
1261,1997,31,1997-03-15,Everton,1,0,Derby County,H,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1997-03-15,12.2,10.9,13.8,,,,11.9,,1023.4,
1262,1997,32,1997-03-22,Everton,0,2,Manchester Utd,A,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1997-03-22,8.0,0.9,13.9,,,,14.5,,1020.7,
1263,1997,26,1997-04-09,Everton,1,1,Leicester City,D,Everton,Liverpool,Goodison Park,40157,53.438889,-2.966389,England,Goodison Park,1997-04-09,6.4,0.0,14.6,,,,6.0,,1029.7,
